databas,skolnivå,dataset,år,uttag,format,url
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2016,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2016-1.xml
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2011,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2011-1.xml
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2013,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2013-1.xml
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2012,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2012-1.xml
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2017,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2017-1.xml
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2017,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2017-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2014,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2014-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2011,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2011-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2019,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2019-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2013,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2013-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2012,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2012-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2015,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2015-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2016,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2016-1.csv
siris,Gymnasieskolan,"147-Antal elever som började 2011 eller senare, per program",2018,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/147-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2018-1.csv
siris,Gymnasieskolan,57-Antal elever,1999,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/1999-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2010,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2010-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2013,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2013-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2015,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2015-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2005,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2005-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2012,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2012-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2009,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2009-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2002,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2002-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2018,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2018-1.xlsx
siris,Gymnasieskolan,57-Antal elever,1998,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/1998-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2000,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2000-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2019,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2019-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2007,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2007-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2017,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2017-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2001,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2001-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2008,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2008-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2003,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2003-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2011,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2011-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2004,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2004-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2014,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2014-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2016,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2016-1.xlsx
siris,Gymnasieskolan,57-Antal elever,1997,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/1997-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2006,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/EXCEL/2006-1.xlsx
siris,Gymnasieskolan,57-Antal elever,2019,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2019-1.xml
siris,Gymnasieskolan,57-Antal elever,2015,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2015-1.xml
siris,Gymnasieskolan,57-Antal elever,2007,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2007-1.xml
siris,Gymnasieskolan,57-Antal elever,2004,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2004-1.xml
siris,Gymnasieskolan,57-Antal elever,1999,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/1999-1.xml
siris,Gymnasieskolan,57-Antal elever,2018,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2018-1.xml
siris,Gymnasieskolan,57-Antal elever,2008,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2008-1.xml
siris,Gymnasieskolan,57-Antal elever,2001,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2001-1.xml
siris,Gymnasieskolan,57-Antal elever,2006,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2006-1.xml
siris,Gymnasieskolan,57-Antal elever,2014,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2014-1.xml
siris,Gymnasieskolan,57-Antal elever,1998,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/1998-1.xml
siris,Gymnasieskolan,57-Antal elever,2016,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2016-1.xml
siris,Gymnasieskolan,57-Antal elever,2009,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2009-1.xml
siris,Gymnasieskolan,57-Antal elever,2011,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2011-1.xml
siris,Gymnasieskolan,57-Antal elever,2010,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2010-1.xml
siris,Gymnasieskolan,57-Antal elever,2013,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2013-1.xml
siris,Gymnasieskolan,57-Antal elever,2012,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2012-1.xml
siris,Gymnasieskolan,57-Antal elever,2005,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2005-1.xml
siris,Gymnasieskolan,57-Antal elever,2003,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2003-1.xml
siris,Gymnasieskolan,57-Antal elever,1997,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/1997-1.xml
siris,Gymnasieskolan,57-Antal elever,2017,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2017-1.xml
siris,Gymnasieskolan,57-Antal elever,2002,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2002-1.xml
siris,Gymnasieskolan,57-Antal elever,2000,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/XML/2000-1.xml
siris,Gymnasieskolan,57-Antal elever,2001,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2001-1.csv
siris,Gymnasieskolan,57-Antal elever,2017,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2017-1.csv
siris,Gymnasieskolan,57-Antal elever,2014,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2014-1.csv
siris,Gymnasieskolan,57-Antal elever,2007,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2007-1.csv
siris,Gymnasieskolan,57-Antal elever,1998,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/1998-1.csv
siris,Gymnasieskolan,57-Antal elever,2002,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2002-1.csv
siris,Gymnasieskolan,57-Antal elever,2011,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2011-1.csv
siris,Gymnasieskolan,57-Antal elever,2019,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2019-1.csv
siris,Gymnasieskolan,57-Antal elever,2000,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2000-1.csv
siris,Gymnasieskolan,57-Antal elever,2005,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2005-1.csv
siris,Gymnasieskolan,57-Antal elever,2008,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2008-1.csv
siris,Gymnasieskolan,57-Antal elever,2009,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2009-1.csv
siris,Gymnasieskolan,57-Antal elever,2013,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2013-1.csv
siris,Gymnasieskolan,57-Antal elever,2012,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2012-1.csv
siris,Gymnasieskolan,57-Antal elever,1997,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/1997-1.csv
siris,Gymnasieskolan,57-Antal elever,2015,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2015-1.csv
siris,Gymnasieskolan,57-Antal elever,2006,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2006-1.csv
siris,Gymnasieskolan,57-Antal elever,2016,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2016-1.csv
siris,Gymnasieskolan,57-Antal elever,2003,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2003-1.csv
siris,Gymnasieskolan,57-Antal elever,2004,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2004-1.csv
siris,Gymnasieskolan,57-Antal elever,1999,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/1999-1.csv
siris,Gymnasieskolan,57-Antal elever,2010,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2010-1.csv
siris,Gymnasieskolan,57-Antal elever,2018,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/57-Antal%20elever/CSV/2018-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2013,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2013-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2015,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2015-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2012,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2012-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2018,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2018-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2019,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2019-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2017,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2017-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2011,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2011-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2014,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2014-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2016,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/EXCEL/2016-1.xlsx
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2019,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2019-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2015,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2015-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2018,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2018-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2014,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2014-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2016,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2016-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2011,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2011-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2013,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2013-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2012,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2012-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2017,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/XML/2017-1.xml
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2017,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2017-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2014,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2014-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2011,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2011-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2019,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2019-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2013,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2013-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2012,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2012-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2015,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2015-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2016,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2016-1.csv
siris,Gymnasieskolan,"58-Antal elever som började 2011 eller senare, per program",2018,1,CSV,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Gymnasieskolan/58-Antal%20elever%20som%20b%C3%B6rjade%202011%20eller%20senare%2C%20per%20program/CSV/2018-1.csv
siris,Fritidshem,38-Kostnader per kommun,2010,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2010-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2013,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2013-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2015,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2015-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2012,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2012-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2009,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2009-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2018,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2018-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2007,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2007-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2017,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2017-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2008,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2008-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2011,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2011-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2014,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2014-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2016,1,EXCEL,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/EXCEL/2016-1.xlsx
siris,Fritidshem,38-Kostnader per kommun,2015,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/XML/2015-1.xml
siris,Fritidshem,38-Kostnader per kommun,2007,1,XML,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/siris/Fritidshem/38-Kostnader%20per%20kommun/XML/2007-1.xml
